"category","source","name","cause","death"
"actors","http://www.wikidata.org/entity/Q26776822","Aleksandr Bolonin",,"2016-08-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4100324","Aleksandr Butuzov",,"2013-06-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4484058","Aleksandr Filippov",,"2011-10-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4146516","Aleksandr Gostomyslov",,"2012-12-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4132659","Aleksandr Grigorevitsj Galko",,"2016-04-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4150620","Aleksandr Grunda",,"2011-06-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4206795","Aleksandr Kavalerov",,"2014-06-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3527742","Aleksandr Kosarev",,"2013-01-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4255679","Aleksandr Lebedev",,"2012-09-02T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16471437","Aleksandr Mezentsev",,"2015-06-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15076690","Aleksandr Ognёv",,"2016-05-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4347628","Aleksandr Pashkovsky",,"2011-02-16T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q1967550","Aleksandr Porokhovshchikov","diabetes mellitus","2012-04-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4419202","Aleksandr Silin",,"2012-08-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4475048","Aleksandr Ulyanov",,"2012-03-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4105464","Aleksandr Vakhterov",,"2011-03-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4536831","Aleksandr Yakovlev",,"2016-12-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4067417","Aleksandra Antonova",,"2014-10-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q7941778","Aleksandra Ford-Sampolska",,"2013-01-03T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15628845","Aleksandrs Čehlovs",,"2012-11-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q557323","Aleksei Balabanov",,"2013-05-18T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q465748","Aleksei Gubarev",,"2015-02-21T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2643945","Aleksei Maslennikov",,"2016-11-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2622675","Aleksei Yuryevich German",,"2013-02-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4178238","Aleksei Zharkov",,"2016-06-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4072049","Aleksey Ateyev",,"2011-02-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4093671","Aleksey Borzunov",,"2013-06-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4385553","Aleksey Pyanov",,"2014-12-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4103367","Aleksey Vanin",,"2012-05-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2640856","Aleksis Dreimanis",,"2011-07-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q10769416","Alena Maxová",,"2013-02-18T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q26243560","Alenka Vipotnik",,"2014-04-17T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3917946","Ales Savitsky",,"2015-10-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3609964","Alessandro Damiani",,"2015-10-17T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20523500","Alessandro Spina",,"2013-01-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1969431","Aleš Debeljak","traffic accident","2016-01-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2645045","Alethea McGrath",,"2016-02-10T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q6061828","Alev Sururi",,"2013-01-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16018971","Alex",,"2011-05-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3178500","Álex Angulo",,"2014-07-20T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2363326","Alex Cassiers",,"2012-09-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1455074","Alex Hay",,"2011-07-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q969866","Alex Karras","kidney failure","2012-10-10T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3828560","Alex Koenigsmark",,"2013-01-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12471446","Alex Komang",,"2015-02-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q20630237","Alex Mathew",,"2015-06-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1674526","Alex Merck",,"2012-09-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4717548","Alex Naumik",,"2013-09-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q975161","Alex Rocco",,"2015-07-18T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q17107157","Alex Scherpf",,"2014-08-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4717762","Alex Scott",,"2015-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19801028","Alex Soto",,"2015-04-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19949579","Alex Stevens",,"2015-04-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q17146221","Alexander Artsibashev",,"2014-05-16T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2665390","Alexander Barykin","myocardial infarction","2011-03-26T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4516981","Alexander Chmykhalov",,"2015-08-17T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4828159","Alexander Curly",,"2012-06-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4718798","Alexander Eliot",,"2015-04-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q620823","Alexander Esenin-Volpin",,"2016-03-16T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2642175","Alexander Giese",,"2016-01-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4261095","Alexander Jakowlewitsch Liwschiz",,"2013-04-25T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2642405","Alexander Kanengoni",,"2016-04-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1604076","Alexander Kröger",,"2016-04-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q289088","Alexander Lazarev","thrombosis, embolism","2011-05-02T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4258686","Alexander Lenkov",,"2014-04-21T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4264660","Alexander Lobanovsky",,"2015-08-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q20051208","Alexander Petrovich Bashourov",,"2015-06-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q12873326","Alexander Shinas",,"2012-02-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15075178","Alexander Surin",,"2015-11-16T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q18786146","Alexander Tarasenko",,"2015-10-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2832540","Alexander Yefimov",,"2012-08-31T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q10771928","Alexandr Kramer","lung cancer","2012-05-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4720587","Alexandra Bastedo","cancer","2014-01-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2833406","Alexandre Arbatt",,"2016-06-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q981256","Alexandre Astruc",,"2016-05-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4150182","Alexandru Gromov",,"2011-07-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4156420","Alexei Devotchenko",,"2014-11-05T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q22918840","Alexei Lysikov",,"2016-01-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4183330","Alexei Zavyalov",,"2011-09-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12285326","Alexieva Luba",,"2015-11-06T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5666384","Alexis Márquez Rodríguez",,"2015-05-10T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3439427","Alf Haugland",,"2012-07-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q6008903","Alf Nilsen-Børsskog",,"2014-01-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q17486413","Alf Ramsøy",,"2014-05-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q10356399","Alfons Frenzel",,"2015-10-27T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q1272782","Alfons Holte",,"2013-02-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2644427","Alfons Molitor",,"2011-05-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q12647669","Alfonsas Nyka-Niliūnas",,"2015-01-20T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15613248","Alfonso Barrera Valverde",,"2013-09-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16300351","Alfonso Bayard",,"2014-04-02T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5667032","Alfonso Márquez de la Plata","pneumonia","2014-04-22T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5667119","Alfonso Pícaro",,"2012-10-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2644662","Alfred B. Gottwaldt",,"2015-08-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1432796","Alfred Dogbé",,"2012-03-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q17540511","Alfréd Hampel",,"2014-08-02T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q76063","Alfred Läpple",,"2013-07-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2645391","Alfred Leman",,"2015-02-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3572719","Alfred Lucchetti i Farré",,"2011-04-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q106213","Alfred Neven DuMont",,"2015-05-30T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1711467","Alfred Sous",,"2011-04-06T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q89920","Alfredo Bauer",,"2016-05-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16488294","Alfredo Bertoldo Klas",,"2013-05-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4723715","Alfredo Betancourt",,"2013-08-30T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q18638738","Alfredo Cohen",,"2014-12-02T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q960063","Alfredo Landa",,"2013-05-09T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20942801","Alfredo Vernacotola",,"2015-07-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12647863","Algirdas Grašys",,"2014-03-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1412076","Alhaji Alieu Ebrima Cham Joof",,"2011-04-02T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20668456","Ali Akbar Entezami",,"2015-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19610468","Ali Avaz",,"2013-11-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q25190069","Ali Baba",,"2016-08-08T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4724702","Ali Bahar","kidney failure, pneumonia","2011-07-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16435425","Ali Cağaloğlu",,"2011-06-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16122938","Ali Hassanein",,"2015-08-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1939274","Ali Podrimja",,"2012-07-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1739412","Alice Arlen",,"2016-02-29T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q256809","Alice Babs","Alzheimer's disease","2014-02-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2646874","Alice Franz",,"2011-09-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19885501","Alice Kelley",,"2012-06-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1614468","Alice Vollenweider",,"2011-09-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q14600888","Alicia de Rojas",,"2013-08-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5668875","Alicia del Lago",,"2015-07-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5668735","Alicia Delaval",,"2012-06-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q8195592","Alicia Fernández",,"2015-02-28T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5668770","Alicia Jurado",,"2011-01-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5649266","Alicia Santaella",,"2014-07-31T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1553859","Alicia Steimberg",,"2012-06-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5668860","Alicia Zanca",,"2012-07-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9148105","Alicja Bienicewicz",,"2012-08-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9148246","Alicja Wyszyńska",,"2016-10-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9148256","Alicja Zommer",,"2016-07-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q1042427","Alida Chelli",,"2012-12-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q16525523","Alida Ferrarini",,"2013-06-26T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3611812","Alina Moradei",,"2016-05-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q20749010","Alina Rodríguez","cancer","2015-07-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2837034","Aline Poulin",,"2011-08-25T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4727108","Alison Jolly",,"2014-02-06T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1659739","Alistair MacLeod",,"2014-04-20T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2837293","Alix D'Unienville",,"2015-11-10T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q441657","Alla Bayanova",,"2011-08-30T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q661185","Allain Leprest",,"2011-08-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q1146351","Allan Arbus","heart failure","2013-04-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16106052","Allan Prell",,"2016-12-10T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q6093140","Allan Sandström",,"2014-01-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15993549","Allan Suter",,"2013-12-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q524567","Allan W. Eckert",,"2011-07-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15618618","Allard van der Scheer",,"2014-01-10T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15436657","Allen Joseph",,"2012-11-30T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q963044","Allen Toussaint",,"2015-11-09T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4732872","Allister Sparks",,"2016-09-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4733522","Alma Bella",,"2012-05-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5669539","Alma Maritano",,"2015-12-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16942341","Alma Vélez",,"2015-04-07T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q11957538","Almar Heggen",,"2014-10-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q1440755","Almut Klotz",,"2013-08-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2650223","Alois Fink",,"2012-05-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16054307","Alois Senti",,"2015-06-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q112691","Aloysius Winter",,"2011-03-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4736098","Altair Tejeda de Tamez",,"2015-09-17T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2422968","Altamiro Carrilho","cancer, lung cancer","2012-08-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16323981","Altan Günbay",,"2014-03-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16651616","Álvaro González",,"2016-08-02T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q251123","Álvaro Mutis",,"2013-09-22T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12301206","Alvin Linnemann",,"2011-09-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4738215","Alvin Schwartz",,"2011-10-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q51139","Alvin Stardust","prostate cancer","2014-10-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q297425","Alvin Toffler",,"2016-06-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q449456","Alvise Zorzi",,"2016-05-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2840665","Alys Robi",,"2011-05-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15429762","Ama Quiambao","myocardial infarction","2013-07-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q11905226","Amadeu-Jesús Soberanas i Lleó",,"2014-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12471717","Amak Baldjun",,"2011-01-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12180585","Amal Taha",,"2016-05-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16489417","Amália Max",,"2014-07-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4739519","Amanchi Venkata Subrahmanyam",,"2013-11-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q454065","Amanda Peterson",,"2015-07-03T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q16019585","Amanda Thane",,"2012-09-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q454334","Amandus Hasselbach",,"2012-09-28T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2841148","Amar Ezzahi",,"2016-11-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q36226","Amber Rayne",,"2016-04-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2844693","Amédée Pierre",,"2011-10-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4083859","Amelia Bence",,"2016-02-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q19630022","Amélia Perchard",,"2012-07-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5672326","Amelia Requena",,"2013-05-16T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q10948625","Amer Mounib",,"2011-11-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q6878093","Amir Gutfreund","cancer","2015-11-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5897417","Amir Hosein Fardi",,"2013-01-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q354783","Amiri Baraka",,"2014-01-09T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q24717996","Amjad Sabri",,"2016-06-22T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4747326","Ammouri Mbarek",,"2015-02-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4747419","Amnon Dankner",,"2013-04-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4747833","Amos Bar",,"2011-03-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q10817287","Amos Krejčí",,"2012-07-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2844125","Amparo Baró",,"2015-01-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q256370","Amparo Muñoz","breast cancer","2011-02-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q463272","Amparo Rivelles",,"2013-11-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4748069","Amparo Soler Leal",,"2013-10-25T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q15897","Amy Winehouse",,"2011-07-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q8198005","Ana Baron",,"2015-08-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3548970","Ana Bertha Lepe",,"2013-10-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5673728","Ana Diosdado",,"2015-10-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5673728","Ana Diosdado",,"2015-10-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q291505","Ana Emilia Lahitte",,"2013-07-10T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4750360","Ana Gloria Moya",,"2013-10-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3392195","Ana Hatherly",,"2015-08-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15651058","Ana Karić",,"2014-10-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5673908","Ana María Giunta",,"2015-03-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q235403","Ana María Matute","myocardial infarction","2014-06-25T00:00:00Z"
